id,type,readonly,group,name
0,8,1,deck,bcLedRing
1,8,1,deck,bcMultiranger
2,8,0,ring,effect
3,10,1,ring,neffect
4,8,0,ring,solidRed
5,8,0,ring,solidGreen
6,8,0,ring,solidBlue
7,8,0,ring,headlightEnable
8,6,0,ring,emptyCharge
9,6,0,ring,fullCharge
10,10,0,ring,fadeColor
11,6,0,ring,fadeTime
12,8,0,system,highlight
13,8,0,system,storageStats
14,8,0,system,storageReformat
15,0,0,system,arm
16,8,0,system,taskDump
17,0,1,system,selftestPassed
18,8,0,system,assertInfo
19,8,0,system,testLogParam
20,8,0,system,doAssert
21,9,0,multiranger,filterMask
22,8,0,led,bitmask
23,8,0,motorPowerSet,enable
24,9,0,motorPowerSet,m1
25,9,0,motorPowerSet,m2
26,9,0,motorPowerSet,m3
27,9,0,motorPowerSet,m4
28,6,0,pm,lowVoltage
29,6,0,pm,criticalLowVoltage
30,8,1,imu_sensors,BMP3XX
31,6,0,imu_sensors,imuPhi
32,6,0,imu_sensors,imuTheta
33,6,0,imu_sensors,imuPsi
34,8,1,imu_sensors,AK8963
35,8,1,imu_sensors,LPS25H
36,8,1,imu_tests,MPU6500
37,8,1,imu_tests,AK8963
38,8,1,imu_tests,LPS25H
39,6,0,imu_tests,imuPhi
40,6,0,imu_tests,imuTheta
41,6,0,imu_tests,imuPsi
42,8,0,syslink,probe
43,8,0,usec,reset
44,8,0,colAv,enable
45,6,0,colAv,ellipsoidX
46,6,0,colAv,ellipsoidY
47,6,0,colAv,ellipsoidZ
48,6,0,colAv,bboxMinX
49,6,0,colAv,bboxMinY
50,6,0,colAv,bboxMinZ
51,6,0,colAv,bboxMaxX
52,6,0,colAv,bboxMaxY
53,6,0,colAv,bboxMaxZ
54,6,0,colAv,horizon
55,6,0,colAv,maxSpeed
56,6,0,colAv,sidestepThrsh
57,2,0,colAv,maxPeerLocAge
58,6,0,colAv,vorTol
59,2,0,colAv,vorIters
60,8,0,commander,enHighLevel
61,6,0,cppm,rateRoll
62,6,0,cppm,ratePitch
63,6,0,cppm,angPitch
64,6,0,cppm,angRoll
65,6,0,cppm,rateYaw
66,6,0,hlCommander,vtoff
67,6,0,hlCommander,vland
68,8,0,hlCommander,groupmask
69,8,0,flightmode,althold
70,8,0,flightmode,poshold
71,8,0,flightmode,posSet
72,8,0,flightmode,yawMode
73,8,0,flightmode,stabModeRoll
74,8,0,flightmode,stabModePitch
75,8,0,flightmode,stabModeYaw
76,8,0,locSrv,enRangeStreamFP32
77,8,0,locSrv,enLhAngleStream
78,6,0,locSrv,extPosStdDev
79,6,0,locSrv,extQuatStdDev
80,9,0,crtpsrv,echoDelay
81,8,0,health,startPropTest
82,8,0,health,startBatTest
83,9,0,health,propTestPWMRatio
84,9,0,health,batTestPWMRatio
85,6,0,kalman,maxPos
86,6,0,kalman,maxVel
87,8,0,kalman,resetEstimation
88,8,0,kalman,robustTdoa
89,8,0,kalman,robustTwr
90,6,0,kalman,pNAcc_xy
91,6,0,kalman,pNAcc_z
92,6,0,kalman,pNVel
93,6,0,kalman,pNPos
94,6,0,kalman,pNAtt
95,6,0,kalman,mNBaro
96,6,0,kalman,mNGyro_rollpitch
97,6,0,kalman,mNGyro_yaw
98,6,0,kalman,initialX
99,6,0,kalman,initialY
100,6,0,kalman,initialZ
101,6,0,kalman,initialYaw
102,8,0,memTst,resetW
103,10,0,powerDist,idleThrust
104,6,0,quadSysId,thrustToTorque
105,6,0,quadSysId,pwmToThrustA
106,6,0,quadSysId,pwmToThrustB
107,6,0,quadSysId,armLength
108,6,0,sensfusion6,kp
109,6,0,sensfusion6,ki
110,6,0,sensfusion6,baseZacc
111,8,0,sound,effect
112,10,1,sound,neffect
113,9,0,sound,freq
114,8,0,stabilizer,estimator
115,8,0,stabilizer,controller
116,8,0,stabilizer,stop
117,8,0,supervisor,infdmp
118,9,0,supervisor,landedTimeout
119,9,1,cpu,flash
120,10,1,cpu,id0
121,10,1,cpu,id1
122,10,1,cpu,id2
123,6,0,pid_attitude,roll_kp
124,6,0,pid_attitude,roll_ki
125,6,0,pid_attitude,roll_kd
126,6,0,pid_attitude,roll_kff
127,6,0,pid_attitude,pitch_kp
128,6,0,pid_attitude,pitch_ki
129,6,0,pid_attitude,pitch_kd
130,6,0,pid_attitude,pitch_kff
131,6,0,pid_attitude,yaw_kp
132,6,0,pid_attitude,yaw_ki
133,6,0,pid_attitude,yaw_kd
134,6,0,pid_attitude,yaw_kff
135,6,0,pid_attitude,yawMaxDelta
136,0,0,pid_attitude,attFiltEn
137,6,0,pid_attitude,attFiltCut
138,6,0,pid_rate,roll_kp
139,6,0,pid_rate,roll_ki
140,6,0,pid_rate,roll_kd
141,6,0,pid_rate,roll_kff
142,6,0,pid_rate,pitch_kp
143,6,0,pid_rate,pitch_ki
144,6,0,pid_rate,pitch_kd
145,6,0,pid_rate,pitch_kff
146,6,0,pid_rate,yaw_kp
147,6,0,pid_rate,yaw_ki
148,6,0,pid_rate,yaw_kd
149,6,0,pid_rate,yaw_kff
150,0,0,pid_rate,rateFiltEn
151,6,0,pid_rate,omxFiltCut
152,6,0,pid_rate,omyFiltCut
153,6,0,pid_rate,omzFiltCut
154,6,0,ctrlINDI,thrust_threshold
155,6,0,ctrlINDI,bound_ctrl_input
156,6,0,ctrlINDI,g1_p
157,6,0,ctrlINDI,g1_q
158,6,0,ctrlINDI,g1_r
159,6,0,ctrlINDI,g2
160,6,0,ctrlINDI,ref_err_p
161,6,0,ctrlINDI,ref_err_q
162,6,0,ctrlINDI,ref_err_r
163,6,0,ctrlINDI,ref_rate_p
164,6,0,ctrlINDI,ref_rate_q
165,6,0,ctrlINDI,ref_rate_r
166,6,0,ctrlINDI,act_dyn_p
167,6,0,ctrlINDI,act_dyn_q
168,6,0,ctrlINDI,act_dyn_r
169,6,0,ctrlINDI,filt_cutoff
170,6,0,ctrlINDI,filt_cutoff_r
171,8,0,ctrlINDI,outerLoopActive
172,6,0,ctrlMel,kp_xy
173,6,0,ctrlMel,kd_xy
174,6,0,ctrlMel,ki_xy
175,6,0,ctrlMel,i_range_xy
176,6,0,ctrlMel,kp_z
177,6,0,ctrlMel,kd_z
178,6,0,ctrlMel,ki_z
179,6,0,ctrlMel,i_range_z
180,6,0,ctrlMel,mass
181,6,0,ctrlMel,massThrust
182,6,0,ctrlMel,kR_xy
183,6,0,ctrlMel,kR_z
184,6,0,ctrlMel,kw_xy
185,6,0,ctrlMel,kw_z
186,6,0,ctrlMel,ki_m_xy
187,6,0,ctrlMel,ki_m_z
188,6,0,ctrlMel,kd_omega_rp
189,6,0,ctrlMel,i_range_m_xy
190,6,0,ctrlMel,i_range_m_z
191,6,0,ctrlAtt,tau_xy
192,6,0,ctrlAtt,zeta_xy
193,6,0,ctrlAtt,tau_z
194,6,0,ctrlAtt,zeta_z
195,6,0,ctrlAtt,tau_rp
196,6,0,ctrlAtt,mixing_factor
197,6,0,ctrlAtt,coll_fairness
198,6,0,posCtrlIndi,K_xi_x
199,6,0,posCtrlIndi,K_xi_y
200,6,0,posCtrlIndi,K_xi_z
201,6,0,posCtrlIndi,K_dxi_x
202,6,0,posCtrlIndi,K_dxi_y
203,6,0,posCtrlIndi,K_dxi_z
204,6,0,posCtrlIndi,pq_clamping
205,6,0,posCtlPid,xKp
206,6,0,posCtlPid,xKi
207,6,0,posCtlPid,xKd
208,6,0,posCtlPid,xKff
209,6,0,posCtlPid,yKp
210,6,0,posCtlPid,yKi
211,6,0,posCtlPid,yKd
212,6,0,posCtlPid,yKff
213,6,0,posCtlPid,zKp
214,6,0,posCtlPid,zKi
215,6,0,posCtlPid,zKd
216,6,0,posCtlPid,zKff
217,9,0,posCtlPid,thrustBase
218,9,0,posCtlPid,thrustMin
219,6,0,posCtlPid,rLimit
220,6,0,posCtlPid,pLimit
221,6,0,posCtlPid,xVelMax
222,6,0,posCtlPid,yVelMax
223,6,0,posCtlPid,zVelMax
224,6,0,velCtlPid,vxKp
225,6,0,velCtlPid,vxKi
226,6,0,velCtlPid,vxKd
227,6,0,velCtlPid,vxKFF
228,6,0,velCtlPid,vyKp
229,6,0,velCtlPid,vyKi
230,6,0,velCtlPid,vyKd
231,6,0,velCtlPid,vyKFF
232,6,0,velCtlPid,vzKp
233,6,0,velCtlPid,vzKi
234,6,0,velCtlPid,vzKd
235,6,0,velCtlPid,vzKFF
236,6,0,ctrlLee,KR_x
237,6,0,ctrlLee,KR_y
238,6,0,ctrlLee,KR_z
239,6,0,ctrlLee,KI_x
240,6,0,ctrlLee,KI_y
241,6,0,ctrlLee,KI_z
242,6,0,ctrlLee,Kw_x
243,6,0,ctrlLee,Kw_y
244,6,0,ctrlLee,Kw_z
245,6,0,ctrlLee,J_x
246,6,0,ctrlLee,J_y
247,6,0,ctrlLee,J_z
248,6,0,ctrlLee,Kpos_Px
249,6,0,ctrlLee,Kpos_Py
250,6,0,ctrlLee,Kpos_Pz
251,6,0,ctrlLee,Kpos_P_limit
252,6,0,ctrlLee,Kpos_Dx
253,6,0,ctrlLee,Kpos_Dy
254,6,0,ctrlLee,Kpos_Dz
255,6,0,ctrlLee,Kpos_D_limit
256,6,0,ctrlLee,Kpos_Ix
257,6,0,ctrlLee,Kpos_Iy
258,6,0,ctrlLee,Kpos_Iz
259,6,0,ctrlLee,Kpos_I_limit
260,6,0,ctrlLee,mass
261,6,0,posEstAlt,estAlphaAsl
262,6,0,posEstAlt,estAlphaZr
263,6,0,posEstAlt,velFactor
264,6,0,posEstAlt,velZAlpha
265,6,0,posEstAlt,vAccDeadband
266,10,1,firmware,revision0
267,9,1,firmware,revision1
268,8,1,firmware,modified
